Auction Id Maybe,Title,Price,Sold Date,Specs Array,Specs,Hours,Condition,Auction Event Details,Auction Type,Auction House Link,Auction House Name,Year
42188,2004 John Deere 8120,"$132,000",08/18/2022,"MFWD,PS trans.,3 hyd. outlets,33.5 gpm hyd. pump,540/1000 PTO capable,480/80R46 rear tires w/duals,380/85R34 front tires,Firestone tires,front weights,front fenders,HID lights,deluxe cab,GreenStar ready,3,412 hours,SN RW8120P028344","MFWD, PS trans., 3 hyd. outlets, 33.5 gpm hyd. pump, 540/1000 PTO capable, 480/80R46 rear tires w/duals, 380/85R34 front tires, Firestone tires, front weights, front fenders, HID lights, deluxe cab, GreenStar ready, 3,412 hours, SN RW8120P028344",3412,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2004
42188,2011 John Deere 6430,"$123,000",08/18/2022,"6430 Premium MFWD,IVT trans. w/left hand reverser,3 hyd. outlets,540/1000 PTO,460/85R38 rear tires,420/85R24 front tires,front & rear fenders,rear wheel weights,mirrors,buddy seat,sells complete w /JD 673 self-leveling loader,86” bucket,global hookups,grill guard,elec. joystick,plumbed for 3rd function w/quick coupler,1,461 hours,SN 1L06430XCBP672651","6430 Premium MFWD, IVT trans. w/left hand reverser, 3 hyd. outlets, 540/1000 PTO, 460/85R38 rear tires, 420/85R24 front tires, front & rear fenders, rear wheel weights, mirrors, buddy seat, sells complete w /JD 673 self-leveling loader, 86” bucket, global hookups, grill guard, elec. joystick, plumbed for 3rd function w/quick coupler, 1,461 hours, SN 1L06430XCBP672651",1461,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2011
42188,2011 John Deere 606C,"$36,000",08/18/2022,"6R-30 corn head,hyd. deck plates,height sensors,Lankota stalk stompers,single-point hookup,Yield 360 brush gathering chains,SN 1H0606CXLB0740340","6R-30 corn head, hyd. deck plates, height sensors, Lankota stalk stompers, single-point hookup, Yield 360 brush gathering chains, SN 1H0606CXLB0740340",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2011
42188,2011 John Deere 625F,"$23,750",08/18/2022,"25’ flex platform,full finger auger,Lankota divider points (and original JD poly dividers),stubble lights,single-point hookup,SN 1H00625FVB0740837 - sells complete w/Unverferth 25’ head trailer","25’ flex platform, full finger auger, Lankota divider points (and original JD poly dividers), stubble lights, single-point hookup, SN 1H00625FVB0740837 - sells complete w/Unverferth 25’ head trailer",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2011
42188, Meridian 240RT,"$14,500",08/18/2022,"seed tender,belt conveyor,Honda GX160 eng. w/elec. start,roll tarp,tandem axle,bumper hitch,SN 44002","seed tender, belt conveyor, Honda GX160 eng. w/elec. start, roll tarp, tandem axle, bumper hitch, SN 44002",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188,2010 Kinze 850,"$41,000",08/18/2022,"‘Harvest Commander’ grain cart,scales,18” front auger w/hyd. spout,large 1000 PTO,66x43.00-25 tires,SN 508040","‘Harvest Commander’ grain cart, scales, 18” front auger w/hyd. spout, large 1000 PTO, 66x43.00-25 tires, SN 508040",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2010
42188, Parker 605,"$13,500",08/18/2022,"gravity wagon,lights,brakes,425 truck tires,chute inverter,green,SN B25630156","gravity wagon, lights, brakes, 425 truck tires, chute inverter, green, SN B25630156",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, Westfield WR80-41,"$4,300",08/18/2022,"8”x41’ truck auger,7.5 hp single phase elec. motor,SN 203549","8”x41’ truck auger, 7.5 hp single phase elec. motor, SN 203549",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188,2011 John Deere 2210,"$23,750",08/18/2022,"31.5’ field cultivator,4-bar coil tine harrow,gauge wheels,single-point depth control,200# shanks,PermaLoc sweeps,SN 1N02210LKB0740528","31.5’ field cultivator, 4-bar coil tine harrow, gauge wheels, single-point depth control, 200# shanks, PermaLoc sweeps, SN 1N02210LKB0740528",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2011
42188,2007 John Deere HX15,"$15,750",08/18/2022,"15’ batwing mower,(6) laminated tires,small 1000 PTO,front & rear chains,SN W0HX15F013153","15’ batwing mower, (6) laminated tires, small 1000 PTO, front & rear chains, SN W0HX15F013153",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2007
42188, John Deere 10',$850,08/18/2022,"10' drill,7” spacing,grass seed attachment,drag chains,SN B001541","10' drill, 7” spacing, grass seed attachment, drag chains, SN B001541",,Fair,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188,1947 John Deere D,"$5,750",08/18/2022,"nice restoration,SN 171171","nice restoration, SN 171171",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,1947
42188,2005 Freightliner Columbia,"$38,500",08/18/2022,"daycab semi,Mercedes eng.,10 spd. trans.,air ride,171” wheelbase,22.5” all aluminum wheels,398,200 miles,VIN 1FUJA6CV75DU26434","daycab semi, Mercedes eng., 10 spd. trans., air ride, 171” wheelbase, 22.5” all aluminum wheels, 398,200 miles, VIN 1FUJA6CV75DU26434",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2005
42188,2017 Chevrolet 2500HD,"$44,500",08/18/2022,"4WD pickup,6.0L gas eng.,auto trans.,regular cab,8’ bed,B&W 5th wheel hitch,white,9,039 miles,VIN 1GC0KUEG9HZ325857,White","4WD pickup, 6.0L gas eng., auto trans., regular cab, 8’ bed, B&W 5th wheel hitch, white, 9,039 miles, VIN 1GC0KUEG9HZ325857, White",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2017
42188, GSI 112,"$8,500",08/18/2022,"AirStream 12’ grain dryer,LP,single phase,Series 2000 controller","AirStream 12’ grain dryer, LP, single phase, Series 2000 controller",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, NA 1000 Gallon,"$1,700",08/18/2022,Fuel tank w/ pump,Fuel tank w/ pump,,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42324,2016 John Deere 625F,"$32,000",08/18/2022,"flex head,25ft.,AWS-2000 wind bar","flex head, 25ft., AWS-2000 wind bar",,Good,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2016
42324, Unverferth 30',"$4,000",08/18/2022,"header trailer,30 ft.,low pro","header trailer, 30 ft., low pro",,Good,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324, J&M 680/760,"$15,000",08/18/2022,"gravity box,side dump,light kit,site glass,front & rear brakes,385/65R22.5 tires","gravity box, side dump, light kit, site glass, front & rear brakes, 385/65R22.5 tires",,Good,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42335, Westfield MK100-71,"$6,000",08/18/2022,Mechanical Swing Out Auger,Mechanical Swing Out Auger,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335,1973 Ford 880,"$4,000",08/18/2022,"Twin Screw Tandem Truck,478,5/4 Spd.,18' Box and Hoist,Harsh Hoist w/Stabilizer ","Twin Screw Tandem Truck, 478, 5/4 Spd., 18' Box and Hoist, Harsh Hoist w/Stabilizer ",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1973
42335, Yetter 3530,"$3,300",08/18/2022,Flat Fold 30' Rotary Hoe,Flat Fold 30' Rotary Hoe,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, Parker 450,"$1,400",08/18/2022,"450 Bushel,2 Compartment Gravity Box on Heavy Duty Running Gear","450 Bushel, 2 Compartment Gravity Box on Heavy Duty Running Gear",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42188,2004 John Deere 8120,"$132,000",08/18/2022,"MFWD,PS trans.,3 hyd. outlets,33.5 gpm hyd. pump,540/1000 PTO capable,480/80R46 rear tires w/duals,380/85R34 front tires,Firestone tires,front weights,front fenders,HID lights,deluxe cab,GreenStar ready,3,412 hours,SN RW8120P028344","MFWD, PS trans., 3 hyd. outlets, 33.5 gpm hyd. pump, 540/1000 PTO capable, 480/80R46 rear tires w/duals, 380/85R34 front tires, Firestone tires, front weights, front fenders, HID lights, deluxe cab, GreenStar ready, 3,412 hours, SN RW8120P028344",3412,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2004
42188,1964 John Deere 4020,"$36,000",08/18/2022,"Diesel,wide front,PS trans.,2 hyd. outlets,540/1000 PTO,16.9-38 rear tires,11L-15 front tires,rear weights,restored,shows 115 hours,SN 74105","Diesel, wide front, PS trans., 2 hyd. outlets, 540/1000 PTO, 16.9-38 rear tires, 11L-15 front tires, rear weights, restored, shows 115 hours, SN 74105",115,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,1964
42188,2011 John Deere 606C,"$36,000",08/18/2022,"6R-30 corn head,hyd. deck plates,height sensors,Lankota stalk stompers,single-point hookup,Yield 360 brush gathering chains,SN 1H0606CXLB0740340","6R-30 corn head, hyd. deck plates, height sensors, Lankota stalk stompers, single-point hookup, Yield 360 brush gathering chains, SN 1H0606CXLB0740340",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2011
42188,2011 John Deere 625F,"$23,750",08/18/2022,"25’ flex platform,full finger auger,Lankota divider points (and original JD poly dividers),stubble lights,single-point hookup,SN 1H00625FVB0740837 - sells complete w/Unverferth 25’ head trailer","25’ flex platform, full finger auger, Lankota divider points (and original JD poly dividers), stubble lights, single-point hookup, SN 1H00625FVB0740837 - sells complete w/Unverferth 25’ head trailer",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2011
42188,2010 Kinze 850,"$41,000",08/18/2022,"‘Harvest Commander’ grain cart,scales,18” front auger w/hyd. spout,large 1000 PTO,66x43.00-25 tires,SN 508040","‘Harvest Commander’ grain cart, scales, 18” front auger w/hyd. spout, large 1000 PTO, 66x43.00-25 tires, SN 508040",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2010
42188, Peck 8x31,$425,08/18/2022,"truck auger,hyd. drive,SN 88-5477","truck auger, hyd. drive, SN 88-5477",,Fair,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, John Deere 10',$850,08/18/2022,"10' drill,7” spacing,grass seed attachment,drag chains,SN B001541","10' drill, 7” spacing, grass seed attachment, drag chains, SN B001541",,Fair,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, John Deere 70,"$2,700",08/18/2022,"currently disassembled with a restoration in progress,the family believes the engine & pony motor have been gone through; believed to be complete","currently disassembled with a restoration in progress, the family believes the engine & pony motor have been gone through; believed to be complete",,Fair,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188,2005 Freightliner Columbia,"$38,500",08/18/2022,"daycab semi,Mercedes eng.,10 spd. trans.,air ride,171” wheelbase,22.5” all aluminum wheels,398,200 miles,VIN 1FUJA6CV75DU26434","daycab semi, Mercedes eng., 10 spd. trans., air ride, 171” wheelbase, 22.5” all aluminum wheels, 398,200 miles, VIN 1FUJA6CV75DU26434",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2005
42188,2017 Chevrolet 2500HD,"$44,500",08/18/2022,"4WD pickup,6.0L gas eng.,auto trans.,regular cab,8’ bed,B&W 5th wheel hitch,white,9,039 miles,VIN 1GC0KUEG9HZ325857,White","4WD pickup, 6.0L gas eng., auto trans., regular cab, 8’ bed, B&W 5th wheel hitch, white, 9,039 miles, VIN 1GC0KUEG9HZ325857, White",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2017
42188, GSI 112,"$8,500",08/18/2022,"AirStream 12’ grain dryer,LP,single phase,Series 2000 controller","AirStream 12’ grain dryer, LP, single phase, Series 2000 controller",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, Polaris Sportsman 335,"$2,000",08/18/2022,"4wd ATV,auto,2,533 miles","4wd ATV, auto, 2,533 miles",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, NA 1000 Gallon,"$1,700",08/18/2022,Fuel tank w/ pump,Fuel tank w/ pump,,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42324, Ag Systems AG600,"$18,000",08/18/2022,"fertilizer spreader,small 1000 PTO,ground drive,tandem axle,16.5-16.1 SL tires","fertilizer spreader, small 1000 PTO, ground drive, tandem axle, 16.5-16.1 SL tires",,Good,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324,2011 John Deere 7730,"$155,000",08/18/2022,"MFWD,power quad plus trans.,3pt,3 hyd.,PTO.,left hand reverser,GreenStar ready,hub duals,380/85R30 front tires,480/80R42 rear tires,1,432 hrs.","MFWD, power quad plus trans., 3pt, 3 hyd., PTO., left hand reverser, GreenStar ready, hub duals, 380/85R30 front tires, 480/80R42 rear tires, 1,432 hrs.",1432,Excellent,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2011
42324, John Deere 3710,"$10,000",08/18/2022,"pull type plow,7-bottom,coulters,auto reset,light kit","pull type plow, 7-bottom, coulters, auto reset, light kit",,Excellent,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324, John Deere 2210,"$27,000",08/18/2022,"field cultivator,26 ft.,wing fold,single point depth,walking tandems across,4-bar harrow,NEW knock-on sweeps,light kit,11L15 tires","field cultivator, 26 ft., wing fold, single point depth, walking tandems across, 4-bar harrow, NEW knock-on sweeps, light kit, 11L15 tires",,Excellent,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324, John Deere 637,"$39,000",08/18/2022,"disc,20 ft. 9 inch.,rock flex,wing fold,3-bar harrow,manual leveling,single point depth","disc, 20 ft. 9 inch., rock flex, wing fold, 3-bar harrow, manual leveling, single point depth",,Excellent,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324,2006 John Deere 1750,"$26,000",08/18/2022,"planter,6 row,30 inch.,MaxEmerge XP units,corn/bean plates,markers,screw adjust row cleaners,liquid fertilizer,in-furrow liquid fertilizer placement","planter, 6 row, 30 inch., MaxEmerge XP units, corn/bean plates, markers, screw adjust row cleaners, liquid fertilizer, in-furrow liquid fertilizer placement",,Excellent,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2006
42324, Farm King 1410,"$10,500",08/18/2022,"liquid fertilizer applicator,7 shank,30 inch.,wing fold,1,000 gal. poly fertalizer tank,Yetter openers,RedBall monitors,320/85R/38 tires","liquid fertilizer applicator, 7 shank, 30 inch., wing fold, 1,000 gal. poly fertalizer tank, Yetter openers, RedBall monitors, 320/85R/38 tires",,Good,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324,2008 John Deere 9570 STS,"$150,000",08/18/2022,"PRWD,STS bullet rotor,chopper,maurer hopper topper,900/65R32 front tires,600/65R28 rear tires,1,177 sep. hrs.,1,835 eng. hrs.","PRWD, STS bullet rotor, chopper, maurer hopper topper, 900/65R32 front tires, 600/65R28 rear tires, 1,177 sep. hrs., 1,835 eng. hrs.",1835,Excellent,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",2008
42324, Unverferth 30',"$4,000",08/18/2022,"header trailer,30 ft.,low pro","header trailer, 30 ft., low pro",,Good,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324, J&M 680/760,"$15,000",08/18/2022,"gravity box,side dump,light kit,site glass,front & rear brakes,385/65R22.5 tires","gravity box, side dump, light kit, site glass, front & rear brakes, 385/65R22.5 tires",,Good,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42324, Massey Ferguson 620,$500,08/18/2022,"disc,20 ft.,manual wing fold,manual leveling,dual wheels","disc, 20 ft., manual wing fold, manual leveling, dual wheels",,Fair,"Freeport, MN 56331",Farm,https://www.machinerypete.com//auction_companies/steffes-group-inc,"Steffes Group, Inc.",unknown
42188,2011 John Deere 6430,"$123,000",08/18/2022,"6430 Premium MFWD,IVT trans. w/left hand reverser,3 hyd. outlets,540/1000 PTO,460/85R38 rear tires,420/85R24 front tires,front & rear fenders,rear wheel weights,mirrors,buddy seat,sells complete w /JD 673 self-leveling loader,86” bucket,global hookups,grill guard,elec. joystick,plumbed for 3rd function w/quick coupler,1,461 hours,SN 1L06430XCBP672651","6430 Premium MFWD, IVT trans. w/left hand reverser, 3 hyd. outlets, 540/1000 PTO, 460/85R38 rear tires, 420/85R24 front tires, front & rear fenders, rear wheel weights, mirrors, buddy seat, sells complete w /JD 673 self-leveling loader, 86” bucket, global hookups, grill guard, elec. joystick, plumbed for 3rd function w/quick coupler, 1,461 hours, SN 1L06430XCBP672651",1461,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2011
42188,1964 John Deere 4020,"$36,000",08/18/2022,"Diesel,wide front,PS trans.,2 hyd. outlets,540/1000 PTO,16.9-38 rear tires,11L-15 front tires,rear weights,restored,shows 115 hours,SN 74105","Diesel, wide front, PS trans., 2 hyd. outlets, 540/1000 PTO, 16.9-38 rear tires, 11L-15 front tires, rear weights, restored, shows 115 hours, SN 74105",115,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,1964
42188,2010 John Deere 1790,"$81,000",08/18/2022,"CCS 12/24 planter,ground drive,vacuum,pneumatic downforce,half width disconnect,no-till coulters,JD 1800 display,SN A01790E735203 - one owner","CCS 12/24 planter, ground drive, vacuum, pneumatic downforce, half width disconnect, no-till coulters, JD 1800 display, SN A01790E735203 - one owner",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2010
42188, Parker 605,"$13,500",08/18/2022,"gravity wagon,lights,brakes,425 truck tires,chute inverter,green,SN B25630156","gravity wagon, lights, brakes, 425 truck tires, chute inverter, green, SN B25630156",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, Hutchinson 10x62,"$4,300",08/18/2022,"10”x62’ swing-away auger,540 PTO,hyd. hopper swing,SN 921630","10”x62’ swing-away auger, 540 PTO, hyd. hopper swing, SN 921630",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, Westfield WR80-41,"$4,300",08/18/2022,"8”x41’ truck auger,7.5 hp single phase elec. motor,SN 203549","8”x41’ truck auger, 7.5 hp single phase elec. motor, SN 203549",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188, Peck 8x31,$425,08/18/2022,"truck auger,hyd. drive,SN 88-5477","truck auger, hyd. drive, SN 88-5477",,Fair,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188,2007 John Deere HX15,"$15,750",08/18/2022,"15’ batwing mower,(6) laminated tires,small 1000 PTO,front & rear chains,SN W0HX15F013153","15’ batwing mower, (6) laminated tires, small 1000 PTO, front & rear chains, SN W0HX15F013153",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2007
42188, John Deere 10',$850,08/18/2022,"10' drill,7” spacing,grass seed attachment,drag chains,SN B001541","10' drill, 7” spacing, grass seed attachment, drag chains, SN B001541",,Fair,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188,1947 John Deere D,"$5,750",08/18/2022,"nice restoration,SN 171171","nice restoration, SN 171171",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,1947
42188, John Deere 70,"$2,700",08/18/2022,"currently disassembled with a restoration in progress,the family believes the engine & pony motor have been gone through; believed to be complete","currently disassembled with a restoration in progress, the family believes the engine & pony motor have been gone through; believed to be complete",,Fair,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42188,2005 Freightliner Columbia,"$38,500",08/18/2022,"daycab semi,Mercedes eng.,10 spd. trans.,air ride,171” wheelbase,22.5” all aluminum wheels,398,200 miles,VIN 1FUJA6CV75DU26434","daycab semi, Mercedes eng., 10 spd. trans., air ride, 171” wheelbase, 22.5” all aluminum wheels, 398,200 miles, VIN 1FUJA6CV75DU26434",,Good,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,2005
42188, Polaris Sportsman 335,"$2,000",08/18/2022,"4wd ATV,auto,2,533 miles","4wd ATV, auto, 2,533 miles",,Excellent,"Prescott, IA 50859",Online,https://www.machinerypete.com//auction_companies/sullivan-auctioneers,Sullivan Auctioneers,unknown
42335,2010 Jet Grain Trailer,"$26,000",08/18/2022,"40' Ag Hopper Bottom Trailer,Steel Construction,w/Roll Tarp,Very Good,Low Miles ","40' Ag Hopper Bottom Trailer, Steel Construction, w/Roll Tarp, Very Good, Low Miles ",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,2010
42335, Ford Versatile 946,"$22,000",08/18/2022,"4WD,12 Speed Trans,4 hyds,Good 520/85-42"" Tires and Duals","4WD, 12 Speed Trans, 4 hyds, Good 520/85-42"" Tires and Duals",8742,Fair,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335,1994 International 8200,"$18,000",08/18/2022,"Twin Screw Tandem Truck,60 Series Detroit,10 Speed Trans,20' Loadline Box w/Roll Tarp,799,516 Miles","Twin Screw Tandem Truck, 60 Series Detroit, 10 Speed Trans, 20' Loadline Box w/Roll Tarp, 799,516 Miles",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1994
42335, Brent 672,"$13,250",08/18/2022,"PTO,Grain Cart w/Scale and Roll Tarp","PTO, Grain Cart w/Scale and Roll Tarp",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335,1977 GMC 6500,"$5,500",08/18/2022,"Twin Screw Tandem Truck,427,5 & 4 Spd,20' Loadline Box and Roll Tarp","Twin Screw Tandem Truck, 427, 5 & 4 Spd, 20' Loadline Box and Roll Tarp",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1977
42335, Redball 680,"$4,100",08/18/2022,"90' Sprayer,Suspended Booms,1000 Gallon,Triple Nozzles,Raven Controller ","90' Sprayer, Suspended Booms, 1000 Gallon, Triple Nozzles, Raven Controller ",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335,1973 Ford 880,"$4,000",08/18/2022,"Twin Screw Tandem Truck,478,5/4 Spd.,18' Box and Hoist,Harsh Hoist w/Stabilizer ","Twin Screw Tandem Truck, 478, 5/4 Spd., 18' Box and Hoist, Harsh Hoist w/Stabilizer ",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1973
42335, Yetter 3530,"$3,300",08/18/2022,Flat Fold 30' Rotary Hoe,Flat Fold 30' Rotary Hoe,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, Ford 4000,"$2,700",08/18/2022,"Industrial Loader Backhoe,Shows 2745 Hours","Industrial Loader Backhoe, Shows 2745 Hours",2745,Fair,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, Farm King 1080,"$2,200",08/18/2022,3 pt.,3 pt.,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335,1990 Ford Ranger,"$1,900",08/18/2022,"4x2 Pickup,5 Spd. Manual,95,000 Miles,Clean","4x2 Pickup, 5 Spd. Manual, 95,000 Miles, Clean",,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1990
42335,1991 Chevrolet 1500,"$1,200",08/18/2022,4x2 Service Pickup,4x2 Service Pickup,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,1991
42335, Allis Chalmers 8030,"$7,500",08/18/2022,"MFWD,3 pt.,3 hyds,Rebuilt Trans,18.4-42"" Tires,Was Overhauled but Anti Freeze Leaking into Oil","MFWD, 3 pt., 3 hyds, Rebuilt Trans, 18.4-42"" Tires, Was Overhauled but Anti Freeze Leaking into Oil",8194,Fair,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
42335, Westfield MK100-71,"$6,000",08/18/2022,Mechanical Swing Out Auger,Mechanical Swing Out Auger,,Good,"Lake Bronson, MN 56734",Farm,https://www.machinerypete.com//auction_companies/mick-rapacz,Mick Rapacz,unknown
